timestamp	controllerRecord
2014-07-09T18:50:13.245000	1111111111111111
2014-07-09T18:50:13.261000	1111111111111111
2014-07-09T18:50:13.278000	1111111111111111
2014-07-09T18:50:13.295000	1111111111111111
2014-07-09T18:50:13.311000	1111111111111111
2014-07-09T18:50:13.328000	1111111111111111
2014-07-09T18:50:13.344000	1111111111111111
2014-07-09T18:50:13.361000	1111111111111111
2014-07-09T18:50:13.378000	1111111111111111
2014-07-09T18:50:13.394000	1111111111111111
2014-07-09T18:50:13.411000	1111111111111111
2014-07-09T18:50:13.428000	1111111111111111
2014-07-09T18:50:13.444000	1111111111111111
2014-07-09T18:50:13.461000	1111111111111111
2014-07-09T18:50:13.478000	1111111111111111
2014-07-09T18:50:13.494000	1111111111111111
2014-07-09T18:50:13.511000	1111111111111111
2014-07-09T18:50:13.527000	1111111111111111
2014-07-09T18:50:13.544000	1111111111111111
2014-07-09T18:50:13.561000	1111111111111111
2014-07-09T18:50:13.577000	1111111111111111
2014-07-09T18:50:13.594000	1111111111111111
2014-07-09T18:50:13.611000	1111111111111111
2014-07-09T18:50:13.627000	1111111111111111
2014-07-09T18:50:13.644000	1111111111111111
2014-07-09T18:50:13.661000	1111111111111111
2014-07-09T18:50:13.677000	1111111111111111
2014-07-09T18:50:13.694000	1111111111111111
2014-07-09T18:50:13.711000	1111111111111111
2014-07-09T18:50:13.727000	1111111111111111
2014-07-09T18:50:13.744000	1111111111111111
2014-07-09T18:50:13.760000	1111111111111111
2014-07-09T18:50:13.777000	1111111111111111
2014-07-09T18:50:13.794000	1111111111111111
2014-07-09T18:50:13.810000	1111111111111111
2014-07-09T18:50:13.827000	1111111111111111
2014-07-09T18:50:13.844000	1111111111111111
2014-07-09T18:50:13.860000	1111111111111111
2014-07-09T18:50:13.877000	1111111111111111
2014-07-09T18:50:13.894000	1111111111111111
2014-07-09T18:50:13.910000	1111111111111111
2014-07-09T18:50:13.927000	1111111111111111
2014-07-09T18:50:13.943000	1111111111111111
2014-07-09T18:50:13.960000	1111111111111111
2014-07-09T18:50:13.977000	1111111111111111
2014-07-09T18:50:13.993000	1111111111111111
2014-07-09T18:50:14.010000	1111111111111111
2014-07-09T18:50:14.027000	1111111111111111
2014-07-09T18:50:14.043000	1111111111111111
2014-07-09T18:50:14.060000	1111111111111111
2014-07-09T18:50:14.077000	1111111111111111
2014-07-09T18:50:14.093000	1111111111111111
2014-07-09T18:50:14.110000	1111111111111111
2014-07-09T18:50:14.126000	1111111111111111
2014-07-09T18:50:14.143000	1111111111111111
2014-07-09T18:50:14.160000	1111111111111111
2014-07-09T18:50:14.176000	1111111111111111
2014-07-09T18:50:14.193000	1111111111111111
2014-07-09T18:50:14.210000	1111111111111111
2014-07-09T18:50:14.226000	1111111111111111
2014-07-09T18:50:14.243000	1111111111111111
2014-07-09T18:50:14.260000	1111111111111111
2014-07-09T18:50:14.276000	1111111111111111
2014-07-09T18:50:14.293000	1111111111111111
2014-07-09T18:50:14.310000	1111111111111111
2014-07-09T18:50:14.326000	1111111111111111
2014-07-09T18:50:14.343000	1111111111111111
2014-07-09T18:50:14.359000	1111111111111111
2014-07-09T18:50:14.376000	1111111111111111
2014-07-09T18:50:14.393000	1111111111111111
2014-07-09T18:50:14.409000	1111111111111111
2014-07-09T18:50:14.426000	1111111111111111
2014-07-09T18:50:14.443000	1111111111111111
2014-07-09T18:50:14.459000	1111111111111111
2014-07-09T18:50:14.476000	1111111111111111
2014-07-09T18:50:14.493000	1111111111111111
2014-07-09T18:50:14.509000	1111111111111111
2014-07-09T18:50:14.526000	1111111111111111
2014-07-09T18:50:14.542000	1111111111111111
2014-07-09T18:50:14.559000	1111111111111111
2014-07-09T18:50:14.576000	1111111111111111
2014-07-09T18:50:14.592000	1111111111111111
2014-07-09T18:50:14.609000	1111111111111111
2014-07-09T18:50:14.626000	1111111111111111
2014-07-09T18:50:14.642000	1111111111111111
2014-07-09T18:50:14.659000	1111111111111111
2014-07-09T18:50:14.676000	1111111111111111
2014-07-09T18:50:14.692000	1111111111111111
2014-07-09T18:50:14.709000	1111111111111111
2014-07-09T18:50:14.726000	1111111111111111
2014-07-09T18:50:14.742000	1111111111111111
2014-07-09T18:50:14.759000	1111111111111111
2014-07-09T18:50:14.775000	1111111111111111
2014-07-09T18:50:14.792000	1111111111111111
2014-07-09T18:50:14.809000	1111111111111111
2014-07-09T18:50:14.825000	1111111111111111
2014-07-09T18:50:14.842000	1111111111111111
2014-07-09T18:50:14.859000	1111111111111111
2014-07-09T18:50:14.875000	1111111111111111
2014-07-09T18:50:14.892000	1111111111111111
2014-07-09T18:50:14.909000	1111111111111111
2014-07-09T18:50:14.925000	1111111111111111
2014-07-09T18:50:14.942000	1111111111111111
2014-07-09T18:50:14.958000	1111111111111111
2014-07-09T18:50:14.975000	1111111111111111
2014-07-09T18:50:14.992000	1111111111111111
2014-07-09T18:50:15.008000	1111111111111111
2014-07-09T18:50:15.025000	1111111111111111
2014-07-09T18:50:15.042000	1111111111111111
2014-07-09T18:50:15.058000	1111111111111111
2014-07-09T18:50:15.075000	1111111111111111
2014-07-09T18:50:15.092000	1111111111111111
2014-07-09T18:50:15.108000	1111111111111111
2014-07-09T18:50:15.125000	1111111111111111
2014-07-09T18:50:15.142000	1111111111111111
2014-07-09T18:50:15.158000	1111111111111111
2014-07-09T18:50:15.175000	1111111111111111
2014-07-09T18:50:15.191000	1111111111111111
2014-07-09T18:50:15.208000	1111111111111111
2014-07-09T18:50:15.225000	1111111111111111
2014-07-09T18:50:15.241000	1111111111111111
2014-07-09T18:50:15.258000	1111111111111111
2014-07-09T18:50:15.275000	1111111111111111
2014-07-09T18:50:15.291000	1111111111111111
2014-07-09T18:50:15.308000	1111111111111111
2014-07-09T18:50:15.325000	1111111111111111
2014-07-09T18:50:15.341000	1111111111111111
2014-07-09T18:50:15.358000	1111111111111111
2014-07-09T18:50:15.374000	1111111111111111
2014-07-09T18:50:15.391000	1111111111111111
