timestamp	controllerRecord
2014-06-09T18:21:35.263768	1111111111111111
2014-06-09T18:21:35.283743	1111111111111111
2014-06-09T18:21:35.303834	1111111111111111
2014-06-09T18:21:35.323530	1111111111111111
2014-06-09T18:21:35.343487	1111111111111111
2014-06-09T18:21:35.364061	1111111111111111
2014-06-09T18:21:35.384040	1111111111111111
2014-06-09T18:21:35.403960	1111111111111111
2014-06-09T18:21:35.423704	1111111111111111
2014-06-09T18:21:35.443479	1111111111111111
2014-06-09T18:21:35.463351	1111111111111111
2014-06-09T18:21:35.483420	1111111111111111
2014-06-09T18:21:35.503381	1111111111111111
2014-06-09T18:21:35.523345	1111111111111111
2014-06-09T18:21:35.543407	1111111111111111
2014-06-09T18:21:35.563312	1111111111111111
2014-06-09T18:21:35.584042	1111111111111111
2014-06-09T18:21:35.603688	1111111111111111
2014-06-09T18:21:35.623358	1111111111111111
2014-06-09T18:21:35.643901	1111111111111111
2014-06-09T18:21:35.663568	1111111111111111
2014-06-09T18:21:35.683490	1111111111111111
2014-06-09T18:21:35.703470	1111111111111111
2014-06-09T18:21:35.723353	1111111111111111
2014-06-09T18:21:35.743520	1111111111111111
2014-06-09T18:21:35.764084	1111111111111111
2014-06-09T18:21:35.783480	1111111111111111
2014-06-09T18:21:35.803701	1111111111111111
2014-06-09T18:21:35.823597	1111111111111111
2014-06-09T18:21:35.843497	1111111111111111
2014-06-09T18:21:35.863977	1111111111111111
2014-06-09T18:21:35.883695	1111111111111111
2014-06-09T18:21:35.903988	1111111111111111
2014-06-09T18:21:35.923653	1111111111111111
2014-06-09T18:21:35.943386	1111111111111111
2014-06-09T18:21:35.963497	1111111111111111
2014-06-09T18:21:35.984024	1111111111111111
2014-06-09T18:21:36.003612	1111111111111111
2014-06-09T18:21:36.023676	1111111111111111
2014-06-09T18:21:36.043459	1111111111111111
2014-06-09T18:21:36.063455	1111111111111111
2014-06-09T18:21:36.083410	1111111111111111
2014-06-09T18:21:36.103419	1111111111111111
2014-06-09T18:21:36.123899	1111111111111111
2014-06-09T18:21:36.143279	1111111111111111
2014-06-09T18:21:36.163451	1111111111111111
2014-06-09T18:21:36.183564	1111111111111111
2014-06-09T18:21:36.203914	1111111111111111
2014-06-09T18:21:36.223963	1111111111111111
2014-06-09T18:21:36.243521	1111111111111111
2014-06-09T18:21:36.263525	1111111111111111
2014-06-09T18:21:36.283400	1111111111111111
2014-06-09T18:21:36.303853	1111111111111111
2014-06-09T18:21:36.323965	1111111111111111
2014-06-09T18:21:36.343378	1111111111111111
2014-06-09T18:21:36.363451	1111111111111111
2014-06-09T18:21:36.383476	1111111111111111
2014-06-09T18:21:36.404061	1111111111111111
2014-06-09T18:21:36.423781	1111111111111111
2014-06-09T18:21:36.443474	1111111111111111
2014-06-09T18:21:36.463703	1111111111111111
2014-06-09T18:21:36.483468	1111111111111111
2014-06-09T18:21:36.503910	1111111111111111
2014-06-09T18:21:36.523966	1111111111111111
2014-06-09T18:21:36.543576	1111111111111111
2014-06-09T18:21:36.563582	1111111111111111
2014-06-09T18:21:36.583884	1111111111111111
2014-06-09T18:21:36.603648	1111111111111111
2014-06-09T18:21:36.623643	1111111111111111
2014-06-09T18:21:36.643468	1111111111111111
2014-06-09T18:21:36.663413	1111111111111111
2014-06-09T18:21:36.683530	1111111111111111
2014-06-09T18:21:36.703452	1111111111111111
2014-06-09T18:21:36.723384	1111111111111111
2014-06-09T18:21:36.744023	1111111111111111
2014-06-09T18:21:36.763429	1111111111111111
2014-06-09T18:21:36.783647	1111111111111111
2014-06-09T18:21:36.804005	1111111111111111
2014-06-09T18:21:36.823646	1111111111111111
2014-06-09T18:21:36.843593	1111111111111111
2014-06-09T18:21:36.863493	1111111111111111
2014-06-09T18:21:36.883770	1111111111111111
2014-06-09T18:21:36.904009	1111111111111111
2014-06-09T18:21:36.923896	1111111111111111
2014-06-09T18:21:36.943874	1111111111111111
2014-06-09T18:21:36.963441	1111111111111111
2014-06-09T18:21:36.983964	1111111111111111
2014-06-09T18:21:37.003413	1111111111111111
2014-06-09T18:21:37.023755	1111111111111111
2014-06-09T18:21:37.043314	1111111111111111
2014-06-09T18:21:37.063216	1111111111111111
2014-06-09T18:21:37.083417	1111111111111111
2014-06-09T18:21:37.103451	1111111111111111
2014-06-09T18:21:37.123997	1111111111111111
2014-06-09T18:21:37.143368	1111111111111111
2014-06-09T18:21:37.163462	1111111111111111
2014-06-09T18:21:37.183435	1111111111111111
2014-06-09T18:21:37.203432	1111111111111111
2014-06-09T18:21:37.223402	1111111111111111
2014-06-09T18:21:37.243708	1111111111111111
2014-06-09T18:21:37.263521	1111111111111111
2014-06-09T18:21:37.283495	1111111101111111
2014-06-09T18:21:37.303882	1111111101111111
2014-06-09T18:21:37.323986	1111111101111111
2014-06-09T18:21:37.343879	1111111101111111
2014-06-09T18:21:37.363646	1111111101111111
2014-06-09T18:21:37.383398	1111111101111111
2014-06-09T18:21:37.403598	1111111111011111
2014-06-09T18:21:37.423412	1111111111011111
2014-06-09T18:21:37.443396	1111111111011111
2014-06-09T18:21:37.463617	1111111111011111
2014-06-09T18:21:37.483334	1111111110011111
2014-06-09T18:21:37.503532	1111111110111111
2014-06-09T18:21:37.523836	1111111110111111
2014-06-09T18:21:37.543910	1111111110111111
2014-06-09T18:21:37.563619	1111111110111111
2014-06-09T18:21:37.583448	1111111110111111
2014-06-09T18:21:37.603549	1111111111111111
